Asset Turnover Ratio,Average return on capital employed 3Years,Book Value,CROIC,Cash Conversion Cycle,Change in promoter holding 3Years,Company,Current Price,Current ratio,Days Payable Outstanding,Debt to equity Ratio,Dividend Yield,EPS,Face Value,Financial leverage,Free cash flow last year,Industry,Industry PE,Intrinsic Value,Inventory turnover ratio,Market Cap,Piotroski score,Price to Earning,Price to Earnings To Growth,Price to Free Cash Flow,Price to Sales Ratio,Price to book value,Profit after tax last year,Promoter holding,Quick ratio,ROCE,ROE,Receivables to Sales Ratio,Reserves,Return on assets,Return on assets 3years,Sales Growth (3Yrs),Sector,Stock P/E,Unpledged promoter holding,Volume,debt to Free cash flow,debt to Reserves Ratio
,,39.69,,,,Softtech Engineers Ltd,55.00,,,,0.68,,10.00,,, Industry: Computers - Software - Medium / Small,,,,51.83,,,,,,,,,,23.88,19.87,,,,,%,Sector: IT - Software ,7.63,,,,
,,257.32,,,,Ajanta Pharma Ltd,899.45,,,,1.01,,2.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,7848,,,,,,,,,,23.85,18.06,,,,,5.52,Sector: Pharmaceuticals ,20.27,,,,
,,34.15,,,,BCPL Railway Infrastructure Ltd,37.05,,,,1.62,,10.00,,, Industry: Engineering - Turnkey Services,,,,61.96,,,,,,,,,,23.85,16.29,,,,,%,Sector: Infrastructure Developers & Operators ,8.06,,,,
,,208.57,,,,CMI Ltd,95.50,,,,1.05,,10.00,,, Industry: Cables - Telephone,,,,143.51,,,,,,,,,,23.84,19.10,,,,,41.35,Sector: Cables ,3.17,,,,
,,321.52,,,,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,232.65,,,,3.22,,10.00,,, Industry: Fertilizers,,,,3616,,,,,,,,,,23.81,18.97,,,,,7.94,Sector: Fertilizers ,4.88,,,,
,,100.58,,,,KNR Constructions Ltd,272.00,,,,0.15,,2.00,,, Industry: Construction,,,,3825,,,,,,,,,,23.80,26.22,,,,,31.17,Sector: Construction ,14.41,,,,
,,20.30,,,,Inflame Appliances Ltd,150.00,,,,0.33,,10.00,,, Industry: Domestic Appliances,,,,90.00,,,,,,,,,,23.78,18.48,,,,,%,Sector: Consumer Durables ,43.69,,,,
,,29.97,,,,Kilpest India Ltd,89.35,,,,0.48,,10.00,,, Industry: Pesticides / Agrochemicals - Indian,,,,67.08,,,,,,,,,,23.77,23.18,,,,,7.07,Sector: Agro Chemicals ,13.08,,,,
,,38.14,,,,Onward Technologies Ltd,66.85,,,,2.22,,10.00,,, Industry: Computers - Software - Medium / Small,,,,106.81,,,,,,,,,,23.77,18.31,,,,,9.45,Sector: IT - Software ,10.54,,,,
,,89.64,,,,Avenue Supermarts Ltd,1359,,,,0.00,,10.00,,, Industry: Trading,,,,84838,,,,,,,,,,23.77,18.21,,,,,32.63,Sector: Retail ,90.61,,,,
,,64.29,,,,Jindal Stainless (Hisar) Ltd,74.70,,,,0.00,,2.00,,, Industry: Steel - Large,,,,1762,,,,,,,,,,23.73,36.25,,,,,7.92,Sector: Steel ,7.28,,,,
,,9.10,,,,Nicco Parks & Resorts Ltd,22.40,,,,0.67,,1.00,,, Industry: Recreation / Amusement Parks,,,,104.83,,,,,,,,,,23.71,17.51,,,,,3.11,Sector: Entertainment ,12.85,,,,
,,271.62,,,,Wim Plast Ltd,446.30,,,,1.57,,10.00,,, Industry: Plastics Products,,,,535.71,,,,,,,,,,23.70,15.70,,,,,1.88,Sector: Plastic products ,13.65,,,,
,,142.59,,,,Salasar Techno Engineering Ltd,150.25,,,,0.67,,10.00,,, Industry: Steel - Medium / Small,,,,199.62,,,,,,,,,,23.70,22.97,,,,,14.46,Sector: Steel ,6.00,,,,
,,10.25,,,,Gothi Plascon (India) Ltd,7.00,,,,0.00,,10.00,,, Industry: Plastics Products,,,,7.14,,,,,,,,,,23.68,23.15,,,,,22.17,Sector: Plastic products ,3.29,,,,
,,70.46,,,,TVS Motor Company Ltd,433.20,,,,0.81,,1.00,,, Industry: Automobiles - Motorcycles / Mopeds,,,,20581,,,,,,,,,,23.67,21.56,,,,,17.92,Sector: Automobile ,30.65,,,,
,,20.22,,,,Vidhi Specialty Food Ingredients Ltd,63.65,,,,1.26,,1.00,,, Industry: Dyes And Pigments,,,,317.90,,,,,,,,,,23.65,21.96,,,,,4.03,Sector: Chemicals ,10.94,,,,
,,8.15,,,,Captain Polyplast Ltd,26.00,,,,0.15,,2.00,,, Industry: Plastics Products,,,,130.98,,,,,,,,,,23.65,17.40,,,,,11.89,Sector: Plastic products ,18.19,,,,
,,75.76,,,,SBI Life Insurance Company Ltd,780.70,,,,0.26,,10.00,,, Industry: Finance & Investments,,,,78070,,,,,,,,,,23.65,19.05,,,,,13.50,Sector: Insurance ,58.84,,,,
,,86.24,,,,Zensar Technologies Ltd,248.45,,,,1.13,,2.00,,, Industry: Computers - Software - Medium / Small,,,,5595,,,,,,,,,,23.63,16.64,,,,,10.35,Sector: IT - Software ,18.62,,,,
,,233.20,,,,Cyient Ltd,538.30,,,,2.80,,5.00,,, Industry: Computers - Software - Medium / Small,,,,5919,,,,,,,,,,23.60,19.61,,,,,14.28,Sector: IT - Software ,12.30,,,,
,,375.94,,,,WPIL Ltd,822.25,,,,0.49,,10.00,,, Industry: Pumps,,,,803.09,,,,,,,,,,23.58,17.16,,,,,22.12,Sector: Capital Goods-Non Electrical Equipment ,10.94,,,,
,,335.10,,,,NIIT Technologies Ltd,1347,,,,1.11,,10.00,,, Industry: Computers - Software - Medium / Small,,,,8333,,,,,,,,,,23.58,16.22,,,,,8.03,Sector: IT - Software ,19.98,,,,
,,594.61,,,,Savita Oil Technologies Ltd,1031,,,,0.24,,10.00,,, Industry: Petrochemicals,,,,1476,,,,,,,,,,23.57,17.88,,,,,-0.98,Sector: Petrochemicals ,12.92,,,,
,,149.01,,,,Cummins India Ltd,755.60,,,,2.25,,2.00,,, Industry: Engines,,,,20945,,,,,,,,,,23.56,17.39,,,,,6.32,Sector: Capital Goods-Non Electrical Equipment ,29.69,,,,
,,51.69,,,,Silver Touch Technologies Ltd,121.00,,,,0.41,,10.00,,, Industry: Computers - Software - Medium / Small,,,,152.40,,,,,,,,,,23.54,15.38,,,,,13.83,Sector: IT - Software ,18.49,,,,
,,12.86,,,,Ushanti Colour Chem Ltd,55.00,,,,0.00,,10.00,,, Industry: Dyes And Pigments,,,,40.16,,,,,,,,,,23.48,29.88,,,,,7.47,Sector: Chemicals ,16.46,,,,
,,99.16,,,,Grindwell Norton Ltd,587.00,,,,0.85,,5.00,,, Industry: Abrasives And Grinding Wheels,,,,6499,,,,,,,,,,23.47,14.97,,,,,11.57,Sector: Capital Goods-Non Electrical Equipment ,41.57,,,,
,,41.83,,,,Rajshree Polypack Ltd,103.00,,,,1.21,,10.00,,, Industry: Packaging,,,,115.71,,,,,,,,,,23.47,21.56,,,,,42.41,Sector: Packaging ,12.43,,,,
,,167.07,,,,West Coast Paper Mills Ltd,227.95,,,,1.75,,2.00,,, Industry: Paper,,,,1506,,,,,,,,,,23.45,29.92,,,,,1.24,Sector: Paper ,5.09,,,,
,,100.61,,,,Astral Poly Technik Ltd,1276,,,,0.05,,1.00,,, Industry: Plastics Products,,,,15289,,,,,,,,,,23.44,17.59,,,,,14.33,Sector: Plastic products ,78.18,,,,
,,55.41,,,,Suprajit Engineering Ltd,203.65,,,,0.69,,1.00,,, Industry: Auto Ancillaries,,,,2849,,,,,,,,,,23.43,23.56,,,,,33.24,Sector: Auto Ancillaries ,21.29,,,,
,,0.55,,,,Regency Trust Ltd,2.90,,,,0.00,,1.00,,, Industry: Finance & Investments,,,,2.90,,,,,,,,,,23.38,19.13,,,,,%,Sector: Finance ,41.43,,,,
,,14.22,,,,Umiya Tubes Ltd,9.85,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,9.86,,,,,,,,,,23.34,17.66,,,,,76.26,Sector: Steel ,,,,,
,,55.46,,,,Pennar Industries Ltd,33.05,,,,0.00,,5.00,,, Industry: Steel - Medium / Small,,,,397.75,,,,,,,,,,23.32,12.36,,,,,10.44,Sector: Steel ,6.12,,,,
,,94.08,,,,Weizmann Forex Ltd,474.05,,,,0.22,,10.00,,, Industry: Finance & Investments,,,,527.52,,,,,,,,,,23.28,21.09,,,,,19.90,Sector: Finance ,,,,,
,,234.29,,,,Dilip Buildcon Ltd,415.10,,,,0.24,,10.00,,, Industry: Construction,,,,5677,,,,,,,,,,23.26,29.44,,,,,43.17,Sector: Realty ,7.46,,,,
,,85.87,,,,Godrej Agrovet Ltd,492.85,,,,0.91,,10.00,,, Industry: Food - Processing - Indian,,,,9465,,,,,,,,,,23.26,18.35,,,,,16.12,Sector: Miscellaneous ,37.44,,,,
,,98.69,,,,KEI Industries Ltd,469.80,,,,0.21,,2.00,,, Industry: Cables - Power,,,,3708,,,,,,,,,,23.20,27.15,,,,,19.42,Sector: Cables ,20.39,,,,
,,165.74,,,,NESCO Ltd,562.60,,,,0.44,,2.00,,, Industry: Miscellaneous,,,,3964,,,,,,,,,,23.19,16.56,,,,,11.18,Sector: Miscellaneous ,22.00,,,,
,,49.91,,,,Diamines & Chemicals Ltd,129.00,,,,1.94,,10.00,,, Industry: Petrochemicals,,,,126.16,,,,,,,,,,23.16,20.48,,,,,-0.56,Sector: Petrochemicals ,9.60,,,,
,,119.67,,,,MOIL Ltd,152.05,,,,1.97,,10.00,,, Industry: Mining / Minerals / Metals,,,,3917,,,,,,,,,,23.12,15.06,,,,,16.95,Sector: Mining & Mineral products ,8.27,,,,
,,47.67,,,,La Opala RG Ltd,195.30,,,,0.56,,2.00,,, Industry: Glass & Glass Products,,,,2168,,,,,,,,,,23.11,16.03,,,,,5.36,Sector: Glass & Glass Products ,29.28,,,,
,,596.45,,,,Summit Securities Ltd,474.95,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,517.69,,,,,,,,,,23.10,20.58,,,,,75.33,Sector: Finance ,4.27,,,,
,,17.75,,,,Aayush Food And Herbs Ltd,21.00,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,6.81,,,,,,,,,,23.10,14.11,,,,,1289,Sector: Pharmaceuticals ,12.86,,,,
,,1856,,,,Tide Water Oil Co (I) Ltd,4875,,,,3.50,,5.00,,, Industry: Chemicals,,,,1699,,,,,,,,,,23.05,15.10,,,,,3.98,Sector: Chemicals ,17.56,,,,
,,64.96,,,,Samrat Pharmachem Ltd,66.00,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs,,,,20.39,,,,,,,,,,23.03,19.03,,,,,25.16,Sector: Pharmaceuticals ,13.33,,,,
,,61.04,,,,CCL Products (India) Ltd,238.85,,,,1.05,,2.00,,, Industry: Tea,,,,3177,,,,,,,,,,23.02,21.65,,,,,8.88,Sector: Plantation & Plantation Products ,21.17,,,,
,,191.01,,,,Thejo Engineering Ltd,533.00,,,,0.75,,10.00,,, Industry: Engineering,,,,183.47,,,,,,,,,,23.02,18.11,,,,,5.70,Sector: Engineering ,16.65,,,,
,,114.79,,,,Coromandel International Ltd,398.70,,,,1.63,,1.00,,, Industry: Fertilizers,,,,11664,,,,,,,,,,23.01,23.66,,,,,4.82,Sector: Fertilizers ,15.76,,,,
,,195.26,,,,Amara Raja Batteries Ltd,651.05,,,,1.09,,1.00,,, Industry: Auto Ancillaries,,,,11121,,,,,,,,,,23.00,15.38,,,,,13.73,Sector: Auto Ancillaries ,23.06,,,,
,,88.94,,,,Kitex Garments Ltd,94.80,,,,1.58,,1.00,,, Industry: Textiles - Products,,,,630.42,,,,,,,,,,22.98,14.44,,,,,2.92,Sector: Readymade Garments/ Apparells ,7.74,,,,
,,25.08,,,,Hisar Spinning Mills Ltd,11.62,,,,0.00,,10.00,,, Industry: Textiles - Cotton/Blended,,,,4.35,,,,,,,,,,22.97,22.74,,,,,6.31,Sector: Textiles ,1.92,,,,
,,493.36,,,,Shervani Industrial Syndicate Ltd,532.25,,,,15.99,,10.00,,, Industry: Construction,,,,165.85,,,,,,,,,,22.96,18.80,,,,,%,Sector: Realty ,4.75,,,,
,,68.83,,,,Mold-Tek Packaging Ltd,265.85,,,,1.51,,5.00,,, Industry: Plastics Products,,,,736.17,,,,,,,,,,22.93,18.80,,,,,7.15,Sector: Plastic products ,22.81,,,,
,,25.52,,,,Morarka Finance Ltd,18.10,,,,5.52,,10.00,,, Industry: Finance & Investments,,,,8.15,,,,,,,,,,22.91,22.52,,,,,280,Sector: Finance ,15.38,,,,
,,28.87,,,,Gravita India Ltd,55.70,,,,1.25,,2.00,,, Industry: Mining / Minerals / Metals,,,,384.54,,,,,,,,,,22.90,25.95,,,,,26.65,Sector: Non Ferrous Metals ,24.83,,,,
,,6.33,,,,G G Engineering Ltd,38.95,,,,0.00,,10.00,,, Industry: Engines,,,,40.16,,,,,,,,,,22.89,17.98,,,,,121,Sector: Capital Goods-Non Electrical Equipment ,45.64,,,,
,,47.59,,,,Kirloskar Ferrous Industries Ltd,83.45,,,,2.40,,5.00,,, Industry: Steel - Pig Iron,,,,1149,,,,,,,,,,22.87,15.97,,,,,24.68,Sector: Steel ,11.54,,,,
,,7.64,,,,Madhav Copper Ltd,256.50,,,,0.00,,5.00,,, Industry: Mining / Minerals / Metals,,,,316.05,,,,,,,,,,22.86,27.60,,,,,105,Sector: Mining & Mineral products ,139.23,,,,
,,51.04,,,,InfoBeans Technologies Ltd,65.00,,,,0.77,,10.00,,, Industry: Computers - Software - Medium / Small,,,,156.10,,,,,,,,,,22.86,20.81,,,,,30.80,Sector: IT - Software ,9.04,,,,
,,48.92,,,,NRB Bearings Ltd,151.15,,,,1.72,,2.00,,, Industry: Bearings,,,,1465,,,,,,,,,,22.85,22.93,,,,,8.27,Sector: Auto Ancillaries ,16.68,,,,
,,237.08,,,,Aurobindo Pharma Ltd,595.75,,,,0.42,,1.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,34906,,,,,,,,,,22.85,23.13,,,,,10.80,Sector: Pharmaceuticals ,14.36,,,,
,,58.15,,,,Avonmore Capital & Management Services Ltd,13.15,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,31.91,,,,,,,,,,22.84,20.37,,,,,179,Sector: Finance ,2.72,,,,
,,184.90,,,,Hindustan Petroleum Corporation Ltd,281.50,,,,6.04,,10.00,,, Industry: Refineries,,,,42896,,,,,,,,,,22.82,29.03,,,,,2.01,Sector: Refineries ,7.12,,,,
,,21.45,,,,Neogen Chemicals Ltd,340.50,,,,0.25,,10.00,,, Industry: Chemicals,,,,794.54,,,,,,,,,,22.82,22.82,,,,,24.29,Sector: Chemicals ,75.67,,,,
,,24.95,,,,Sonam Clock Ltd,39.75,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,39.78,,,,,,,,,,22.81,26.58,,,,,16.62,Sector: Consumer Durables ,10.75,,,,
,,23.26,,,,Jyothy Laboratories Ltd,162.15,,,,1.85,,1.00,,, Industry: Personal Care - Indian,,,,5954,,,,,,,,,,22.77,25.01,,,,,4.68,Sector: FMCG ,30.97,,,,
1.32,16.31,27.48,35.94,120.51,-1.11,Shivalik Bimetal Controls Ltd,105.60,1.93,47.94,0.38,0.57,6.00,2.00,1.38,-2.01, Industry: Electronics - Components,15.85,21.74,4.80,405.53,7.00,17.61,0.23,-201.74,2.09,3.84,15.98,60.77,0.74,22.77,20.42,0.22,97.86,14.42,8.91,18.88,Sector: Electronics ,17.61,60.77,20520,5.98,0.41
,,57.83,,,,Indo Thai Securities Ltd,25.45,,,,3.93,,10.00,,, Industry: Finance & Investments,,,,25.45,,,,,,,,,,22.77,17.05,,,,,15.98,Sector: Finance ,12.79,,,,
,,39.77,,,,Zota Health Care Ltd,293.50,,,,1.02,,10.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,514.90,,,,,,,,,,22.77,15.05,,,,,11.35,Sector: Pharmaceuticals ,70.73,,,,
,,3094,,,,Bosch Ltd,16032,,,,0.65,,10.00,,, Industry: Auto Ancillaries,,,,47283,,,,,,,,,,22.73,15.23,,,,,-1.10,Sector: Auto Ancillaries ,29.59,,,,
,,143.88,,,,Samkrg Pistons & Rings Ltd,126.00,,,,3.97,,10.00,,, Industry: Auto Ancillaries,,,,123.73,,,,,,,,,,22.71,17.20,,,,,2.49,Sector: Auto Ancillaries ,5.88,,,,
,,427.50,,,,Elantas Beck India Ltd,2050,,,,0.22,,10.00,,, Industry: Chemicals,,,,1626,,,,,,,,,,22.70,16.70,,,,,5.93,Sector: Chemicals ,33.00,,,,
,,38.34,,,,Marine Electricals (India) Ltd,100.50,,,,0.00,,10.00,,, Industry: Electric Equipment,,,,246.56,,,,,,,,,,22.65,18.08,,,,,%,Sector: Capital Goods - Electrical Equipment ,16.15,,,,
,,-0.38,,,,Elpro International Ltd,47.65,,,,0.00,,1.00,,, Industry: Construction,,,,807.57,,,,,,,,,,22.62,%,,,,,16.36,Sector: Construction ,43.68,,,,
,,43.35,,,,Elixir Capital Ltd,35.90,,,,16.02,,10.00,,, Industry: Finance & Investments,,,,20.82,,,,,,,,,,22.60,16.85,,,,,-4.63,Sector: Finance ,,,,,
,,36.02,,,,Engineers India Ltd,108.70,,,,3.68,,5.00,,, Industry: Engineering - Turnkey Services,,,,6869,,,,,,,,,,22.59,14.98,,,,,1.43,Sector: Infrastructure Developers & Operators ,18.56,,,,
,,144.23,,,,Alembic Pharmaceuticals Ltd,543.50,,,,1.01,,2.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,10245,,,,,,,,,,22.58,23.58,,,,,7.51,Sector: Pharmaceuticals ,17.60,,,,
,,59.32,,,,Brightcom Group Ltd,3.65,,,,0.00,,2.00,,, Industry: Computers - Software - Medium / Small,,,,173.83,,,,,,,,,,22.46,15.55,,,,,7.45,Sector: IT - Software ,0.43,,,,
,,1.34,,,,LGB Forge Ltd,3.50,,,,0.00,,1.00,,, Industry: Castings & Forgings,,,,83.37,,,,,,,,,,22.42,11.63,,,,,14.24,"Sector: Castings, Forgings & Fastners ",40.67,,,,
,,397.54,,,,APL Apollo Tubes Ltd,1568,,,,0.87,,10.00,,, Industry: Steel - Medium / Small,,,,3802,,,,,,,,,,22.41,20.56,,,,,19.97,Sector: Steel ,25.65,,,,
,,15.87,,,,Rishabh Digha Steel & Allied Products Ltd,32.50,,,,6.16,,10.00,,, Industry: Steel - Medium / Small,,,,17.84,,,,,,,,,,22.39,16.13,,,,,50.79,Sector: Steel ,12.83,,,,
,,2.05,,,,Welcon International Ltd,5.45,,,,0.00,,1.00,,, Industry: Trading,,,,11.06,,,,,,,,,,22.37,20.76,,,,,345,Sector: Trading ,122.89,,,,
,,11.60,,,,Ambani Organics Ltd,66.00,,,,0.00,,10.00,,, Industry: Chemicals,,,,33.52,,,,,,,,,,22.35,37.92,,,,,%,Sector: Chemicals ,17.64,,,,
,,34.56,,,,Husys Consulting Ltd,30.00,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,6.84,,,,,,,,,,22.31,14.78,,,,,35.22,Sector: Miscellaneous ,6.22,,,,
,,8.21,,,,Veeram Infra Engineering Ltd,22.50,,,,0.00,,10.00,,, Industry: Construction,,,,17.90,,,,,,,,,,22.25,20.24,,,,,%,Sector: Realty ,26.72,,,,
,,56.13,,,,D-Link India Ltd,95.40,,,,1.05,,2.00,,, Industry: Computers - Hardware,,,,338.72,,,,,,,,,,22.24,13.98,,,,,-0.05,Sector: IT - Hardware ,12.84,,,,
,,24.16,,,,Jaipan Industries Ltd,12.26,,,,0.00,,10.00,,, Industry: Domestic Appliances,,,,7.48,,,,,,,,,,22.23,25.60,,,,,-1.33,Sector: Consumer Durables ,39.37,,,,
,,119.47,,,,Indian Oil Corporation Ltd,146.85,,,,14.40,,10.00,,, Industry: Refineries,,,,138247,,,,,,,,,,22.19,20.53,,,,,-2.12,Sector: Refineries ,7.91,,,,
,,96.93,,,,Max Financial Services Ltd,418.50,,,,0.00,,2.00,,, Industry: Finance & Investments,,,,11274,,,,,,,,,,22.19,11.97,,,,,3.66,Sector: Finance ,38.10,,,,
,,3.85,,,,Northern Spirits Ltd,33.00,,,,0.00,,10.00,,, Industry: Trading,,,,52.97,,,,,,,,,,22.19,26.06,,,,,150,Sector: Trading ,52.45,,,,
,,205.41,,,,Kalpataru Power Transmission Ltd,509.30,,,,0.59,,2.00,,, Industry: Transmisson Line Towers / Equipment,,,,7816,,,,,,,,,,22.18,13.61,,,,,18.60,Sector: Capital Goods - Electrical Equipment ,19.40,,,,
,,105.37,,,,KRBL Ltd,236.15,,,,0.97,,1.00,,, Industry: Food - Processing - Indian,,,,5559,,,,,,,,,,22.18,20.71,,,,,1.02,Sector: FMCG ,11.05,,,,
,,43.38,,,,Banka Bioloo Ltd,100.65,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,41.39,,,,,,,,,,22.16,17.36,,,,,26.38,Sector: Miscellaneous ,21.90,,,,
,,45.73,,,,Emami Ltd,310.10,,,,1.13,,1.00,,, Industry: Personal Care - Indian,,,,14077,,,,,,,,,,22.12,19.64,,,,,6.82,Sector: FMCG ,45.30,,,,
,,87.94,,,,Indiabulls Real Estate Ltd,116.70,,,,0.00,,2.00,,, Industry: Construction,,,,5306,,,,,,,,,,22.11,38.08,,,,,30.92,Sector: Realty ,10.52,,,,
,,120.34,,,,United Breweries Ltd,1386,,,,0.14,,1.00,,, Industry: Breweries & Distilleries,,,,36646,,,,,,,,,,22.10,15.71,,,,,6.18,Sector: Alcoholic Beverages ,65.12,,,,
,,214.15,,,,Navin Fluorine International Limited,648.50,,,,1.20,,2.00,,, Industry: Chemicals,,,,3208,,,,,,,,,,22.07,14.43,,,,,14.50,Sector: Chemicals ,21.90,,,,
,,253.31,,,,Cochin Shipyard Ltd,374.55,,,,3.31,,10.00,,, Industry: Miscellaneous,,,,4927,,,,,,,,,,22.07,14.86,,,,,14.15,Sector: Ship Building ,10.24,,,,
,,90.04,,,,Shree Pushkar Chemicals & Fertilizers Ltd,101.45,,,,0.00,,10.00,,, Industry: Dyes And Pigments,,,,311.70,,,,,,,,,,22.05,16.01,,,,,12.06,Sector: Chemicals ,8.55,,,,
,,153.17,,,,IFB Industries Ltd,743.85,,,,0.00,,10.00,,, Industry: Domestic Appliances,,,,3014,,,,,,,,,,22.04,15.37,,,,,19.42,Sector: Consumer Durables ,49.76,,,,
,,34.91,,,,CMM Infraprojects Ltd,5.25,,,,0.00,,10.00,,, Industry: Construction,,,,8.23,,,,,,,,,,22.04,21.68,,,,,16.72,Sector: Construction ,0.92,,,,
,,33.27,,,,Rudra Global Infra Products Ltd,103.00,,,,0.97,,10.00,,, Industry: Steel - Medium / Small,,,,248.11,,,,,,,,,,21.99,19.18,,,,,5.03,Sector: Steel ,15.73,,,,
,,29.11,,,,Orissa Bengal Carrier Ltd,50.20,,,,1.00,,10.00,,, Industry: Miscellaneous,,,,105.83,,,,,,,,,,21.97,21.69,,,,,30.36,Sector: Miscellaneous ,10.14,,,,
,,37.40,,,,Generic Engineering Construction & Projects Ltd,100.65,,,,0.04,,5.00,,, Industry: Construction,,,,406.02,,,,,,,,,,21.96,16.25,,,,,859,Sector: Construction ,26.01,,,,
,,28.19,,,,Surevin BPO Services Ltd,78.80,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,26.69,,,,,,,,,,21.91,15.52,,,,,18.92,Sector: IT - Software ,22.62,,,,
,,44.69,,,,ANG Lifesciences India Ltd,37.65,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,19.52,,,,,,,,,,21.90,24.27,,,,,26.81,Sector: Pharmaceuticals ,5.25,,,,
,,13.84,,,,Jinaams Dress Ltd,50.00,,,,0.00,,10.00,,, Industry: Textiles - Products,,,,111.41,,,,,,,,,,21.89,29.05,,,,,3.62,Sector: Textiles ,14.25,,,,
,,31.15,,,,Cambridge Technology Enterprises Ltd,28.55,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,56.05,,,,,,,,,,21.87,25.27,,,,,45.37,Sector: IT - Software ,2.97,,,,
,,21.61,,,,Dhanvarsha Finvest Ltd,57.80,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,78.03,,,,,,,,,,21.87,38.27,,,,,326,Sector: Finance ,17.62,,,,
,,177.38,,,,India Nippon Electricals Ltd,403.15,,,,1.61,,5.00,,, Industry: Auto Ancillaries,,,,911.98,,,,,,,,,,21.86,15.44,,,,,11.34,Sector: Auto Ancillaries ,15.32,,,,
,,53.75,,,,Panache Digilife Ltd,104.00,,,,0.48,,10.00,,, Industry: Computers - Hardware,,,,62.40,,,,,,,,,,21.79,26.38,,,,,%,Sector: IT - Hardware ,16.77,,,,
,,114.05,,,,Balmer Lawrie & Company Ltd,180.20,,,,5.55,,10.00,,, Industry: Diversified - Large,,,,2054,,,,,,,,,,21.77,15.26,,,,,-14.28,Sector: Diversified ,10.90,,,,
,,169.36,,,,Bharat Petroleum Corporation Ltd,345.75,,,,5.51,,10.00,,, Industry: Refineries,,,,75002,,,,,,,,,,21.76,24.61,,,,,-0.25,Sector: Refineries ,10.52,,,,
,,47.67,,,,Lypsa Gems & Jewellery Ltd,4.85,,,,0.00,,10.00,,, Industry: Diamond Cutting / Jewellery,,,,14.30,,,,,,,,,,21.74,26.50,,,,,-18.53,"Sector: Diamond, Gems and Jewellery ",0.99,,,,
,,160.09,,,,Khadim India Ltd,271.35,,,,0.37,,10.00,,, Industry: Leather / Leather Products,,,,487.61,,,,,,,,,,21.73,16.00,,,,,17.62,Sector: Leather ,23.03,,,,
,,12.38,,,,Lakshmi Automatic Loom Works Ltd,27.55,,,,0.00,,10.00,,, Industry: Textile Machinery,,,,18.42,,,,,,,,,,21.69,40.29,,,,,27.08,Sector: Engineering ,14.62,,,,
,,5.20,,,,Thirdwave Financial Intermediaries Ltd,37.10,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,8.20,,,,,,,,,,21.69,15.38,,,,,232,Sector: Finance ,410.00,,,,
,,124.21,,,,Voltas Ltd,588.65,,,,0.68,,1.00,,, Industry: Diversified - Mega,,,,19478,,,,,,,,,,21.69,15.86,,,,,7.31,Sector: Diversified ,37.59,,,,
,,242.02,,,,Balkrishna Industries Ltd,739.30,,,,1.08,,2.00,,, Industry: Tyres,,,,14292,,,,,,,,,,21.64,16.85,,,,,17.66,Sector: Tyres ,19.33,,,,
,,149.06,,,,NGL Fine Chem Ltd,506.95,,,,0.00,,5.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs,,,,313.29,,,,,,,,,,21.63,19.16,,,,,8.77,Sector: Pharmaceuticals ,15.57,,,,
,,83.16,,,,Indsil Hydro Power & Manganese Ltd,31.15,,,,2.25,,10.00,,, Industry: Mining / Minerals / Metals,,,,86.50,,,,,,,,,,21.62,18.47,,,,,70.70,Sector: Mining & Mineral products ,9.97,,,,
,,95.21,,,,Symphony Ltd,1220,,,,0.37,,2.00,,, Industry: Domestic Appliances,,,,8538,,,,,,,,,,21.62,16.95,,,,,23.72,Sector: Consumer Durables ,78.84,,,,
,,970.17,,,,TVS Srichakra Ltd,1903,,,,2.10,,10.00,,, Industry: Tyres,,,,1458,,,,,,,,,,21.61,19.14,,,,,4.32,Sector: Tyres ,14.13,,,,
,,2.23,,,,Timex Group India Ltd,38.90,,,,0.00,,1.00,,, Industry: Miscellaneous,,,,392.89,,,,,,,,,,21.61,39.78,,,,,11.71,Sector: Consumer Durables ,52.32,,,,
,,28.23,,,,Ahlada Engineers Ltd,70.00,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,90.45,,,,,,,,,,21.61,24.94,,,,,%,Sector: Steel ,11.18,,,,
